load_zone,weather_iteration,stage_id,timepoint,load_component,load_mw
Zone1,0,1,20308329,all,2520.0
Zone1,0,1,20308330,all,2419.2
Zone1,0,1,20308331,all,2352.0
Zone1,0,1,20308332,all,2284.8
Zone1,0,1,20308333,all,2318.4
Zone1,0,1,20308334,all,2419.2
Zone1,0,1,20308335,all,2688.0
Zone1,0,1,20308336,all,3024.0
Zone1,0,1,20308337,all,3292.8
Zone1,0,1,20308338,all,3360.0
Zone1,0,1,20308339,all,3326.4
Zone1,0,1,20308340,all,3259.2
Zone1,0,1,20308341,all,3192.0
Zone1,0,1,20308342,all,3124.8
Zone1,0,1,20308343,all,3091.2
Zone1,0,1,20308344,all,3124.8
Zone1,0,1,20308345,all,3192.0
Zone1,0,1,20308346,all,3360.0
Zone1,0,1,20308347,all,3427.2
Zone1,0,1,20308348,all,3460.8
Zone1,0,1,20308349,all,3393.6
Zone1,0,1,20308350,all,3225.6
Zone1,0,1,20308351,all,2956.8
Zone1,0,1,20308352,all,2688.0
Zone1,0,1,20308353,all,2520.0
Zone1,0,1,20308354,all,2419.2
Zone1,0,1,20308355,all,2352.0
Zone1,0,1,20308356,all,2284.8
Zone1,0,1,20308357,all,2318.4
Zone1,0,1,20308358,all,2419.2
Zone1,0,1,20308359,all,2688.0
Zone1,0,1,20308360,all,3024.0
Zone1,0,1,20308361,all,3292.8
Zone1,0,1,20308362,all,3360.0
Zone1,0,1,20308363,all,3326.4
Zone1,0,1,20308364,all,3259.2
Zone1,0,1,20308365,all,3192.0
Zone1,0,1,20308366,all,3124.8
Zone1,0,1,20308367,all,3091.2
Zone1,0,1,20308368,all,3124.8
Zone1,0,1,20308369,all,3192.0
Zone1,0,1,20308370,all,3360.0
Zone1,0,1,20308371,all,3427.2
Zone1,0,1,20308372,all,3460.8
Zone1,0,1,20308373,all,3393.6
Zone1,0,1,20308374,all,3225.6
Zone1,0,1,20308375,all,2956.8
Zone1,0,1,20308376,all,2688.0
Zone1,0,1,20308377,all,2520.0
Zone1,0,1,20308378,all,2419.2
Zone1,0,1,20308379,all,2352.0
Zone1,0,1,20308380,all,2284.8
Zone1,0,1,20308381,all,2318.4
Zone1,0,1,20308382,all,2419.2
Zone1,0,1,20308383,all,2688.0
Zone1,0,1,20308384,all,3024.0
Zone1,0,1,20308385,all,3292.8
Zone1,0,1,20308386,all,3360.0
Zone1,0,1,20308387,all,3326.4
Zone1,0,1,20308388,all,3259.2
Zone1,0,1,20308389,all,3192.0
Zone1,0,1,20308390,all,3124.8
Zone1,0,1,20308391,all,3091.2
Zone1,0,1,20308392,all,3124.8
Zone1,0,1,20308393,all,3192.0
Zone1,0,1,20308394,all,3360.0
Zone1,0,1,20308395,all,3427.2
Zone1,0,1,20308396,all,3460.8
Zone1,0,1,20308397,all,3393.6
Zone1,0,1,20308398,all,3225.6
Zone1,0,1,20308399,all,2956.8
Zone1,0,1,20308400,all,2688.0
Zone1,0,1,20308401,all,2520.0
Zone1,0,1,20308402,all,2419.2
Zone1,0,1,20308403,all,2352.0
Zone1,0,1,20308404,all,2284.8
Zone1,0,1,20308405,all,2318.4
Zone1,0,1,20308406,all,2419.2
Zone1,0,1,20308407,all,2688.0
Zone1,0,1,20308408,all,3024.0
Zone1,0,1,20308409,all,3292.8
Zone1,0,1,20308410,all,3360.0
Zone1,0,1,20308411,all,3326.4
Zone1,0,1,20308412,all,3259.2
Zone1,0,1,20308413,all,3192.0
Zone1,0,1,20308414,all,3124.8
Zone1,0,1,20308415,all,3091.2
Zone1,0,1,20308416,all,3124.8
Zone1,0,1,20308417,all,3192.0
Zone1,0,1,20308418,all,3360.0
Zone1,0,1,20308419,all,3427.2
Zone1,0,1,20308420,all,3460.8
Zone1,0,1,20308421,all,3393.6
Zone1,0,1,20308422,all,3225.6
Zone1,0,1,20308423,all,2956.8
Zone1,0,1,20308424,all,2688.0
Zone1,0,1,20308425,all,2520.0
Zone1,0,1,20308426,all,2419.2
Zone1,0,1,20308427,all,2352.0
Zone1,0,1,20308428,all,2284.8
Zone1,0,1,20308429,all,2318.4
Zone1,0,1,20308430,all,2419.2
Zone1,0,1,20308431,all,2688.0
Zone1,0,1,20308432,all,3024.0
Zone1,0,1,20308433,all,3292.8
Zone1,0,1,20308434,all,3360.0
Zone1,0,1,20308435,all,3326.4
Zone1,0,1,20308436,all,3259.2
Zone1,0,1,20308437,all,3192.0
Zone1,0,1,20308438,all,3124.8
Zone1,0,1,20308439,all,3091.2
Zone1,0,1,20308440,all,3124.8
Zone1,0,1,20308441,all,3192.0
Zone1,0,1,20308442,all,3360.0
Zone1,0,1,20308443,all,3427.2
Zone1,0,1,20308444,all,3460.8
Zone1,0,1,20308445,all,3393.6
Zone1,0,1,20308446,all,3225.6
Zone1,0,1,20308447,all,2956.8
Zone1,0,1,20308448,all,2688.0
Zone1,0,1,20308449,all,2520.0
Zone1,0,1,20308450,all,2419.2
Zone1,0,1,20308451,all,2352.0
Zone1,0,1,20308452,all,2284.8
Zone1,0,1,20308453,all,2318.4
Zone1,0,1,20308454,all,2419.2
Zone1,0,1,20308455,all,2688.0
Zone1,0,1,20308456,all,3024.0
Zone1,0,1,20308457,all,3292.8
Zone1,0,1,20308458,all,3360.0
Zone1,0,1,20308459,all,3326.4
Zone1,0,1,20308460,all,3259.2
Zone1,0,1,20308461,all,3192.0
Zone1,0,1,20308462,all,3124.8
Zone1,0,1,20308463,all,3091.2
Zone1,0,1,20308464,all,3124.8
Zone1,0,1,20308465,all,3192.0
Zone1,0,1,20308466,all,3360.0
Zone1,0,1,20308467,all,3427.2
Zone1,0,1,20308468,all,3460.8
Zone1,0,1,20308469,all,3393.6
Zone1,0,1,20308470,all,3225.6
Zone1,0,1,20308471,all,2956.8
Zone1,0,1,20308472,all,2688.0
Zone1,0,1,20308473,all,2520.0
Zone1,0,1,20308474,all,2419.2
Zone1,0,1,20308475,all,2352.0
Zone1,0,1,20308476,all,2284.8
Zone1,0,1,20308477,all,2318.4
Zone1,0,1,20308478,all,2419.2
Zone1,0,1,20308479,all,2688.0
Zone1,0,1,20308480,all,3024.0
Zone1,0,1,20308481,all,3292.8
Zone1,0,1,20308482,all,3360.0
Zone1,0,1,20308483,all,3326.4
Zone1,0,1,20308484,all,3259.2
Zone1,0,1,20308485,all,3192.0
Zone1,0,1,20308486,all,3124.8
Zone1,0,1,20308487,all,3091.2
Zone1,0,1,20308488,all,3124.8
Zone1,0,1,20308489,all,3192.0
Zone1,0,1,20308490,all,3360.0
Zone1,0,1,20308491,all,3427.2
Zone1,0,1,20308492,all,3460.8
Zone1,0,1,20308493,all,3393.6
Zone1,0,1,20308494,all,3225.6
Zone1,0,1,20308495,all,2956.8
Zone1,0,1,20308496,all,2688.0
Zone1,0,1,20308497,all,2520.0
Zone1,0,1,20308498,all,2419.2
Zone1,0,1,20308499,all,2352.0
Zone1,0,1,20308500,all,2284.8
Zone1,0,1,20308501,all,2318.4
Zone1,0,1,20308502,all,2419.2
Zone1,0,1,20308503,all,2688.0
Zone1,0,1,20308504,all,3024.0
Zone1,0,1,20308505,all,3292.8
Zone1,0,1,20308506,all,3360.0
Zone1,0,1,20308507,all,3326.4
Zone1,0,1,20308508,all,3259.2
Zone1,0,1,20308509,all,3192.0
Zone1,0,1,20308510,all,3124.8
Zone1,0,1,20308511,all,3091.2
Zone1,0,1,20308512,all,3124.8
Zone1,0,1,20308513,all,3192.0
Zone1,0,1,20308514,all,3360.0
Zone1,0,1,20308515,all,3427.2
Zone1,0,1,20308516,all,3460.8
Zone1,0,1,20308517,all,3393.6
Zone1,0,1,20308518,all,3225.6
Zone1,0,1,20308519,all,2956.8
Zone1,0,1,20308520,all,2688.0
Zone1,0,1,20308521,all,2520.0
Zone1,0,1,20308522,all,2419.2
Zone1,0,1,20308523,all,2352.0
Zone1,0,1,20308524,all,2284.8
Zone1,0,1,20308525,all,2318.4
Zone1,0,1,20308526,all,2419.2
Zone1,0,1,20308527,all,2688.0
Zone1,0,1,20308528,all,3024.0
Zone1,0,1,20308529,all,3292.8
Zone1,0,1,20308530,all,3360.0
Zone1,0,1,20308531,all,3326.4
Zone1,0,1,20308532,all,3259.2
Zone1,0,1,20308533,all,3192.0
Zone1,0,1,20308534,all,3124.8
Zone1,0,1,20308535,all,3091.2
Zone1,0,1,20308536,all,3124.8
Zone1,0,1,20308537,all,3192.0
Zone1,0,1,20308538,all,3360.0
Zone1,0,1,20308539,all,3427.2
Zone1,0,1,20308540,all,3460.8
Zone1,0,1,20308541,all,3393.6
Zone1,0,1,20308542,all,3225.6
Zone1,0,1,20308543,all,2956.8
Zone1,0,1,20308544,all,2688.0
Zone1,0,1,20308545,all,2520.0
Zone1,0,1,20308546,all,2419.2
Zone1,0,1,20308547,all,2352.0
Zone1,0,1,20308548,all,2284.8
Zone1,0,1,20308549,all,2318.4
Zone1,0,1,20308550,all,2419.2
Zone1,0,1,20308551,all,2688.0
Zone1,0,1,20308552,all,3024.0
Zone1,0,1,20308553,all,3292.8
Zone1,0,1,20308554,all,3360.0
Zone1,0,1,20308555,all,3326.4
Zone1,0,1,20308556,all,3259.2
Zone1,0,1,20308557,all,3192.0
Zone1,0,1,20308558,all,3124.8
Zone1,0,1,20308559,all,3091.2
Zone1,0,1,20308560,all,3124.8
Zone1,0,1,20308561,all,3192.0
Zone1,0,1,20308562,all,3360.0
Zone1,0,1,20308563,all,3427.2
Zone1,0,1,20308564,all,3460.8
Zone1,0,1,20308565,all,3393.6
Zone1,0,1,20308566,all,3225.6
Zone1,0,1,20308567,all,2956.8
Zone1,0,1,20308568,all,2688.0
Zone1,0,1,20308569,all,2520.0
Zone1,0,1,20308570,all,2419.2
Zone1,0,1,20308571,all,2352.0
Zone1,0,1,20308572,all,2284.8
Zone1,0,1,20308573,all,2318.4
Zone1,0,1,20308574,all,2419.2
Zone1,0,1,20308575,all,2688.0
Zone1,0,1,20308576,all,3024.0
Zone1,0,1,20308577,all,3292.8
Zone1,0,1,20308578,all,3360.0
Zone1,0,1,20308579,all,3326.4
Zone1,0,1,20308580,all,3259.2
Zone1,0,1,20308581,all,3192.0
Zone1,0,1,20308582,all,3124.8
Zone1,0,1,20308583,all,3091.2
Zone1,0,1,20308584,all,3124.8
Zone1,0,1,20308585,all,3192.0
Zone1,0,1,20308586,all,3360.0
Zone1,0,1,20308587,all,3427.2
Zone1,0,1,20308588,all,3460.8
Zone1,0,1,20308589,all,3393.6
Zone1,0,1,20308590,all,3225.6
Zone1,0,1,20308591,all,2956.8
Zone1,0,1,20308592,all,2688.0
Zone1,0,1,20308593,all,2520.0
Zone1,0,1,20308594,all,2419.2
Zone1,0,1,20308595,all,2352.0
Zone1,0,1,20308596,all,2284.8
Zone1,0,1,20308597,all,2318.4
Zone1,0,1,20308598,all,2419.2
Zone1,0,1,20308599,all,2688.0
Zone1,0,1,20308600,all,3024.0
Zone1,0,1,20308601,all,3292.8
Zone1,0,1,20308602,all,3360.0
Zone1,0,1,20308603,all,3326.4
Zone1,0,1,20308604,all,3259.2
Zone1,0,1,20308605,all,3192.0
Zone1,0,1,20308606,all,3124.8
Zone1,0,1,20308607,all,3091.2
Zone1,0,1,20308608,all,3124.8
Zone1,0,1,20308609,all,3192.0
Zone1,0,1,20308610,all,3360.0
Zone1,0,1,20308611,all,3427.2
Zone1,0,1,20308612,all,3460.8
Zone1,0,1,20308613,all,3393.6
Zone1,0,1,20308614,all,3225.6
Zone1,0,1,20308615,all,2956.8
Zone1,0,1,20308616,all,2688.0
Zone1,0,1,20308617,all,2520.0
Zone1,0,1,20308618,all,2419.2
Zone1,0,1,20308619,all,2352.0
Zone1,0,1,20308620,all,2284.8
Zone1,0,1,20308621,all,2318.4
Zone1,0,1,20308622,all,2419.2
Zone1,0,1,20308623,all,2688.0
Zone1,0,1,20308624,all,3024.0
Zone1,0,1,20308625,all,3292.8
Zone1,0,1,20308626,all,3360.0
Zone1,0,1,20308627,all,3326.4
Zone1,0,1,20308628,all,3259.2
Zone1,0,1,20308629,all,3192.0
Zone1,0,1,20308630,all,3124.8
Zone1,0,1,20308631,all,3091.2
Zone1,0,1,20308632,all,3124.8
Zone1,0,1,20308633,all,3192.0
Zone1,0,1,20308634,all,3360.0
Zone1,0,1,20308635,all,3427.2
Zone1,0,1,20308636,all,3460.8
Zone1,0,1,20308637,all,3393.6
Zone1,0,1,20308638,all,3225.6
Zone1,0,1,20308639,all,2956.8
Zone1,0,1,20308640,all,2688.0
Zone1,0,1,20308641,all,2520.0
Zone1,0,1,20308642,all,2419.2
Zone1,0,1,20308643,all,2352.0
Zone1,0,1,20308644,all,2284.8
Zone1,0,1,20308645,all,2318.4
Zone1,0,1,20308646,all,2419.2
Zone1,0,1,20308647,all,2688.0
Zone1,0,1,20308648,all,3024.0
Zone1,0,1,20308649,all,3292.8
Zone1,0,1,20308650,all,3360.0
Zone1,0,1,20308651,all,3326.4
Zone1,0,1,20308652,all,3259.2
Zone1,0,1,20308653,all,3192.0
Zone1,0,1,20308654,all,3124.8
Zone1,0,1,20308655,all,3091.2
Zone1,0,1,20308656,all,3124.8
Zone1,0,1,20308657,all,3192.0
Zone1,0,1,20308658,all,3360.0
Zone1,0,1,20308659,all,3427.2
Zone1,0,1,20308660,all,3460.8
Zone1,0,1,20308661,all,3393.6
Zone1,0,1,20308662,all,3225.6
Zone1,0,1,20308663,all,2956.8
Zone1,0,1,20308664,all,2688.0
Zone1,0,1,20308665,all,2520.0
Zone1,0,1,20308666,all,2419.2
Zone1,0,1,20308667,all,2352.0
Zone1,0,1,20308668,all,2284.8
Zone1,0,1,20308669,all,2318.4
Zone1,0,1,20308670,all,2419.2
Zone1,0,1,20308671,all,2688.0
Zone1,0,1,20308672,all,3024.0
Zone1,0,1,20308673,all,3292.8
Zone1,0,1,20308674,all,3360.0
Zone1,0,1,20308675,all,3326.4
Zone1,0,1,20308676,all,3259.2
Zone1,0,1,20308677,all,3192.0
Zone1,0,1,20308678,all,3124.8
Zone1,0,1,20308679,all,3091.2
Zone1,0,1,20308680,all,3124.8
Zone1,0,1,20308681,all,3192.0
Zone1,0,1,20308682,all,3360.0
Zone1,0,1,20308683,all,3427.2
Zone1,0,1,20308684,all,3460.8
Zone1,0,1,20308685,all,3393.6
Zone1,0,1,20308686,all,3225.6
Zone1,0,1,20308687,all,2956.8
Zone1,0,1,20308688,all,2688.0
Zone1,0,1,20308689,all,2520.0
Zone1,0,1,20308690,all,2419.2
Zone1,0,1,20308691,all,2352.0
Zone1,0,1,20308692,all,2284.8
Zone1,0,1,20308693,all,2318.4
Zone1,0,1,20308694,all,2419.2
Zone1,0,1,20308695,all,2688.0
Zone1,0,1,20308696,all,3024.0
Zone1,0,1,20308697,all,3292.8
Zone1,0,1,20308698,all,3360.0
Zone1,0,1,20308699,all,3326.4
Zone1,0,1,20308700,all,3259.2
Zone1,0,1,20308701,all,3192.0
Zone1,0,1,20308702,all,3124.8
Zone1,0,1,20308703,all,3091.2
Zone1,0,1,20308704,all,3124.8
Zone1,0,1,20308705,all,3192.0
Zone1,0,1,20308706,all,3360.0
Zone1,0,1,20308707,all,3427.2
Zone1,0,1,20308708,all,3460.8
Zone1,0,1,20308709,all,3393.6
Zone1,0,1,20308710,all,3225.6
Zone1,0,1,20308711,all,2956.8
Zone1,0,1,20308712,all,2688.0
Zone1,0,1,20308713,all,2520.0
Zone1,0,1,20308714,all,2419.2
Zone1,0,1,20308715,all,2352.0
Zone1,0,1,20308716,all,2284.8
Zone1,0,1,20308717,all,2318.4
Zone1,0,1,20308718,all,2419.2
Zone1,0,1,20308719,all,2688.0
Zone1,0,1,20308720,all,3024.0
Zone1,0,1,20308721,all,3292.8
Zone1,0,1,20308722,all,3360.0
Zone1,0,1,20308723,all,3326.4
Zone1,0,1,20308724,all,3259.2
Zone1,0,1,20308725,all,3192.0
Zone1,0,1,20308726,all,3124.8
Zone1,0,1,20308727,all,3091.2
Zone1,0,1,20308728,all,3124.8
Zone1,0,1,20308729,all,3192.0
Zone1,0,1,20308730,all,3360.0
Zone1,0,1,20308731,all,3427.2
Zone1,0,1,20308732,all,3460.8
Zone1,0,1,20308733,all,3393.6
Zone1,0,1,20308734,all,3225.6
Zone1,0,1,20308735,all,2956.8
Zone1,0,1,20308736,all,2688.0
Zone1,0,1,20308737,all,2520.0
Zone1,0,1,20308738,all,2419.2
Zone1,0,1,20308739,all,2352.0
Zone1,0,1,20308740,all,2284.8
Zone1,0,1,20308741,all,2318.4
Zone1,0,1,20308742,all,2419.2
Zone1,0,1,20308743,all,2688.0
Zone1,0,1,20308744,all,3024.0
Zone1,0,1,20308745,all,3292.8
Zone1,0,1,20308746,all,3360.0
Zone1,0,1,20308747,all,3326.4
Zone1,0,1,20308748,all,3259.2
Zone1,0,1,20308749,all,3192.0
Zone1,0,1,20308750,all,3124.8
Zone1,0,1,20308751,all,3091.2
Zone1,0,1,20308752,all,3124.8
Zone1,0,1,20308753,all,3192.0
Zone1,0,1,20308754,all,3360.0
Zone1,0,1,20308755,all,3427.2
Zone1,0,1,20308756,all,3460.8
Zone1,0,1,20308757,all,3393.6
Zone1,0,1,20308758,all,3225.6
Zone1,0,1,20308759,all,2956.8
Zone1,0,1,20308760,all,2688.0
Zone1,0,1,20350001,all,2475.0
Zone1,0,1,20350002,all,2376.0
Zone1,0,1,20350003,all,2310.0
Zone1,0,1,20350004,all,2244.0
Zone1,0,1,20350005,all,2277.0
Zone1,0,1,20350006,all,2376.0
Zone1,0,1,20350007,all,2640.0
Zone1,0,1,20350008,all,2970.0
Zone1,0,1,20350009,all,3234.0
Zone1,0,1,20350010,all,3300.0
Zone1,0,1,20350011,all,3267.0
Zone1,0,1,20350012,all,3201.0
Zone1,0,1,20350013,all,3135.0
Zone1,0,1,20350014,all,3069.0
Zone1,0,1,20350015,all,3036.0
Zone1,0,1,20350016,all,3069.0
Zone1,0,1,20350017,all,3135.0
Zone1,0,1,20350018,all,3300.0
Zone1,0,1,20350019,all,3366.0
Zone1,0,1,20350020,all,3399.0
Zone1,0,1,20350021,all,3333.0
Zone1,0,1,20350022,all,3168.0
Zone1,0,1,20350023,all,2904.0
Zone1,0,1,20350024,all,2640.0
Zone1,0,1,20350025,all,2475.0
Zone1,0,1,20350026,all,2376.0
Zone1,0,1,20350027,all,2310.0
Zone1,0,1,20350028,all,2244.0
Zone1,0,1,20350029,all,2277.0
Zone1,0,1,20350030,all,2376.0
Zone1,0,1,20350031,all,2640.0
Zone1,0,1,20350032,all,2970.0
Zone1,0,1,20350033,all,3234.0
Zone1,0,1,20350034,all,3300.0
Zone1,0,1,20350035,all,3267.0
Zone1,0,1,20350036,all,3201.0
Zone1,0,1,20350037,all,3135.0
Zone1,0,1,20350038,all,3069.0
Zone1,0,1,20350039,all,3036.0
Zone1,0,1,20350040,all,3069.0
Zone1,0,1,20350041,all,3135.0
Zone1,0,1,20350042,all,3300.0
Zone1,0,1,20350043,all,3366.0
Zone1,0,1,20350044,all,3399.0
Zone1,0,1,20350045,all,3333.0
Zone1,0,1,20350046,all,3168.0
Zone1,0,1,20350047,all,2904.0
Zone1,0,1,20350048,all,2640.0
Zone1,0,1,20350049,all,2475.0
Zone1,0,1,20350050,all,2376.0
Zone1,0,1,20350051,all,2310.0
Zone1,0,1,20350052,all,2244.0
Zone1,0,1,20350053,all,2277.0
Zone1,0,1,20350054,all,2376.0
Zone1,0,1,20350055,all,2640.0
Zone1,0,1,20350056,all,2970.0
Zone1,0,1,20350057,all,3234.0
Zone1,0,1,20350058,all,3300.0
Zone1,0,1,20350059,all,3267.0
Zone1,0,1,20350060,all,3201.0
Zone1,0,1,20350061,all,3135.0
Zone1,0,1,20350062,all,3069.0
Zone1,0,1,20350063,all,3036.0
Zone1,0,1,20350064,all,3069.0
Zone1,0,1,20350065,all,3135.0
Zone1,0,1,20350066,all,3300.0
Zone1,0,1,20350067,all,3366.0
Zone1,0,1,20350068,all,3399.0
Zone1,0,1,20350069,all,3333.0
Zone1,0,1,20350070,all,3168.0
Zone1,0,1,20350071,all,2904.0
Zone1,0,1,20350072,all,2640.0
Zone1,0,1,20350073,all,2475.0
Zone1,0,1,20350074,all,2376.0
Zone1,0,1,20350075,all,2310.0
Zone1,0,1,20350076,all,2244.0
Zone1,0,1,20350077,all,2277.0
Zone1,0,1,20350078,all,2376.0
Zone1,0,1,20350079,all,2640.0
Zone1,0,1,20350080,all,2970.0
Zone1,0,1,20350081,all,3234.0
Zone1,0,1,20350082,all,3300.0
Zone1,0,1,20350083,all,3267.0
Zone1,0,1,20350084,all,3201.0
Zone1,0,1,20350085,all,3135.0
Zone1,0,1,20350086,all,3069.0
Zone1,0,1,20350087,all,3036.0
Zone1,0,1,20350088,all,3069.0
Zone1,0,1,20350089,all,3135.0
Zone1,0,1,20350090,all,3300.0
Zone1,0,1,20350091,all,3366.0
Zone1,0,1,20350092,all,3399.0
Zone1,0,1,20350093,all,3333.0
Zone1,0,1,20350094,all,3168.0
Zone1,0,1,20350095,all,2904.0
Zone1,0,1,20350096,all,2640.0
Zone1,0,1,20350097,all,2475.0
Zone1,0,1,20350098,all,2376.0
Zone1,0,1,20350099,all,2310.0
Zone1,0,1,20350100,all,2244.0
Zone1,0,1,20350101,all,2277.0
Zone1,0,1,20350102,all,2376.0
Zone1,0,1,20350103,all,2640.0
Zone1,0,1,20350104,all,2970.0
Zone1,0,1,20350105,all,3234.0
Zone1,0,1,20350106,all,3300.0
Zone1,0,1,20350107,all,3267.0
Zone1,0,1,20350108,all,3201.0
Zone1,0,1,20350109,all,3135.0
Zone1,0,1,20350110,all,3069.0
Zone1,0,1,20350111,all,3036.0
Zone1,0,1,20350112,all,3069.0
Zone1,0,1,20350113,all,3135.0
Zone1,0,1,20350114,all,3300.0
Zone1,0,1,20350115,all,3366.0
Zone1,0,1,20350116,all,3399.0
Zone1,0,1,20350117,all,3333.0
Zone1,0,1,20350118,all,3168.0
Zone1,0,1,20350119,all,2904.0
Zone1,0,1,20350120,all,2640.0
Zone1,0,1,20350121,all,2475.0
Zone1,0,1,20350122,all,2376.0
Zone1,0,1,20350123,all,2310.0
Zone1,0,1,20350124,all,2244.0
Zone1,0,1,20350125,all,2277.0
Zone1,0,1,20350126,all,2376.0
Zone1,0,1,20350127,all,2640.0
Zone1,0,1,20350128,all,2970.0
Zone1,0,1,20350129,all,3234.0
Zone1,0,1,20350130,all,3300.0
Zone1,0,1,20350131,all,3267.0
Zone1,0,1,20350132,all,3201.0
Zone1,0,1,20350133,all,3135.0
Zone1,0,1,20350134,all,3069.0
Zone1,0,1,20350135,all,3036.0
Zone1,0,1,20350136,all,3069.0
Zone1,0,1,20350137,all,3135.0
Zone1,0,1,20350138,all,3300.0
Zone1,0,1,20350139,all,3366.0
Zone1,0,1,20350140,all,3399.0
Zone1,0,1,20350141,all,3333.0
Zone1,0,1,20350142,all,3168.0
Zone1,0,1,20350143,all,2904.0
Zone1,0,1,20350144,all,2640.0
Zone1,0,1,20350145,all,2475.0
Zone1,0,1,20350146,all,2376.0
Zone1,0,1,20350147,all,2310.0
Zone1,0,1,20350148,all,2244.0
Zone1,0,1,20350149,all,2277.0
Zone1,0,1,20350150,all,2376.0
Zone1,0,1,20350151,all,2640.0
Zone1,0,1,20350152,all,2970.0
Zone1,0,1,20350153,all,3234.0
Zone1,0,1,20350154,all,3300.0
Zone1,0,1,20350155,all,3267.0
Zone1,0,1,20350156,all,3201.0
Zone1,0,1,20350157,all,3135.0
Zone1,0,1,20350158,all,3069.0
Zone1,0,1,20350159,all,3036.0
Zone1,0,1,20350160,all,3069.0
Zone1,0,1,20350161,all,3135.0
Zone1,0,1,20350162,all,3300.0
Zone1,0,1,20350163,all,3366.0
Zone1,0,1,20350164,all,3399.0
Zone1,0,1,20350165,all,3333.0
Zone1,0,1,20350166,all,3168.0
Zone1,0,1,20350167,all,2904.0
Zone1,0,1,20350168,all,2640.0
Zone1,0,1,20350169,all,2475.0
Zone1,0,1,20350170,all,2376.0
Zone1,0,1,20350171,all,2310.0
Zone1,0,1,20350172,all,2244.0
Zone1,0,1,20350173,all,2277.0
Zone1,0,1,20350174,all,2376.0
Zone1,0,1,20350175,all,2640.0
Zone1,0,1,20350176,all,2970.0
Zone1,0,1,20350177,all,3234.0
Zone1,0,1,20350178,all,3300.0
Zone1,0,1,20350179,all,3267.0
Zone1,0,1,20350180,all,3201.0
Zone1,0,1,20350181,all,3135.0
Zone1,0,1,20350182,all,3069.0
Zone1,0,1,20350183,all,3036.0
Zone1,0,1,20350184,all,3069.0
Zone1,0,1,20350185,all,3135.0
Zone1,0,1,20350186,all,3300.0
Zone1,0,1,20350187,all,3366.0
Zone1,0,1,20350188,all,3399.0
Zone1,0,1,20350189,all,3333.0
Zone1,0,1,20350190,all,3168.0
Zone1,0,1,20350191,all,2904.0
Zone1,0,1,20350192,all,2640.0
Zone1,0,1,20350193,all,2475.0
Zone1,0,1,20350194,all,2376.0
Zone1,0,1,20350195,all,2310.0
Zone1,0,1,20350196,all,2244.0
Zone1,0,1,20350197,all,2277.0
Zone1,0,1,20350198,all,2376.0
Zone1,0,1,20350199,all,2640.0
Zone1,0,1,20350200,all,2970.0
Zone1,0,1,20350201,all,3234.0
Zone1,0,1,20350202,all,3300.0
Zone1,0,1,20350203,all,3267.0
Zone1,0,1,20350204,all,3201.0
Zone1,0,1,20350205,all,3135.0
Zone1,0,1,20350206,all,3069.0
Zone1,0,1,20350207,all,3036.0
Zone1,0,1,20350208,all,3069.0
Zone1,0,1,20350209,all,3135.0
Zone1,0,1,20350210,all,3300.0
Zone1,0,1,20350211,all,3366.0
Zone1,0,1,20350212,all,3399.0
Zone1,0,1,20350213,all,3333.0
Zone1,0,1,20350214,all,3168.0
Zone1,0,1,20350215,all,2904.0
Zone1,0,1,20350216,all,2640.0
Zone1,0,1,20350217,all,2475.0
Zone1,0,1,20350218,all,2376.0
Zone1,0,1,20350219,all,2310.0
Zone1,0,1,20350220,all,2244.0
Zone1,0,1,20350221,all,2277.0
Zone1,0,1,20350222,all,2376.0
Zone1,0,1,20350223,all,2640.0
Zone1,0,1,20350224,all,2970.0
Zone1,0,1,20350225,all,3234.0
Zone1,0,1,20350226,all,3300.0
Zone1,0,1,20350227,all,3267.0
Zone1,0,1,20350228,all,3201.0
Zone1,0,1,20350229,all,3135.0
Zone1,0,1,20350230,all,3069.0
Zone1,0,1,20350231,all,3036.0
Zone1,0,1,20350232,all,3069.0
Zone1,0,1,20350233,all,3135.0
Zone1,0,1,20350234,all,3300.0
Zone1,0,1,20350235,all,3366.0
Zone1,0,1,20350236,all,3399.0
Zone1,0,1,20350237,all,3333.0
Zone1,0,1,20350238,all,3168.0
Zone1,0,1,20350239,all,2904.0
Zone1,0,1,20350240,all,2640.0
Zone1,0,1,20350241,all,2475.0
Zone1,0,1,20350242,all,2376.0
Zone1,0,1,20350243,all,2310.0
Zone1,0,1,20350244,all,2244.0
Zone1,0,1,20350245,all,2277.0
Zone1,0,1,20350246,all,2376.0
Zone1,0,1,20350247,all,2640.0
Zone1,0,1,20350248,all,2970.0
Zone1,0,1,20350249,all,3234.0
Zone1,0,1,20350250,all,3300.0
Zone1,0,1,20350251,all,3267.0
Zone1,0,1,20350252,all,3201.0
Zone1,0,1,20350253,all,3135.0
Zone1,0,1,20350254,all,3069.0
Zone1,0,1,20350255,all,3036.0
Zone1,0,1,20350256,all,3069.0
Zone1,0,1,20350257,all,3135.0
Zone1,0,1,20350258,all,3300.0
Zone1,0,1,20350259,all,3366.0
Zone1,0,1,20350260,all,3399.0
Zone1,0,1,20350261,all,3333.0
Zone1,0,1,20350262,all,3168.0
Zone1,0,1,20350263,all,2904.0
Zone1,0,1,20350264,all,2640.0
Zone1,0,1,20350265,all,2475.0
Zone1,0,1,20350266,all,2376.0
